STATION,NAME,DATE,PRCP,SNWD,TAVG,TMAX,TMIN
GR000016716,"HELLINIKON, GR",27-01-93,0.02,,51,55,47
GR000016716,"HELLINIKON, GR",28-01-93,0,,51,58,44
GR000016716,"HELLINIKON, GR",29-01-93,0,,52,58,42
GR000016716,"HELLINIKON, GR",30-01-93,0,,51,61,46
GR000016716,"HELLINIKON, GR",31-01-93,0,,40,47,38
GR000016716,"HELLINIKON, GR",01-02-93,0,,40,46,36
GR000016716,"HELLINIKON, GR",02-02-93,0,,41,43,34
GR000016716,"HELLINIKON, GR",03-02-93,0,,46,54,37
GR000016716,"HELLINIKON, GR",04-02-93,0,,52,62,46
GR000016716,"HELLINIKON, GR",05-02-93,0,,52,65,40
GR000016716,"HELLINIKON, GR",06-02-93,0,,53,66,43
GR000016716,"HELLINIKON, GR",07-02-93,0,,55,67,43
GR000016716,"HELLINIKON, GR",08-02-93,0,,45,58,42
GR000016716,"HELLINIKON, GR",09-02-93,0,,43,49,40
GR000016716,"HELLINIKON, GR",10-02-93,0,,44,49,41
GR000016716,"HELLINIKON, GR",11-02-93,0,,48,55,44
GR000016716,"HELLINIKON, GR",12-02-93,0,,42,46,40
GR000016716,"HELLINIKON, GR",13-02-93,0,,41,47,37
GR000016716,"HELLINIKON, GR",14-02-93,0,,46,56,34
GR000016716,"HELLINIKON, GR",15-02-93,0,,47,51,45
GR000016716,"HELLINIKON, GR",16-02-93,0.22,,42,46,40
GR000016716,"HELLINIKON, GR",17-02-93,0.12,,39,42,38
GR000016716,"HELLINIKON, GR",18-02-93,0,,42,47,35
GR000016716,"HELLINIKON, GR",19-02-93,0,,44,51,41
GR000016716,"HELLINIKON, GR",20-02-93,0,,46,54,36
GR000016716,"HELLINIKON, GR",21-02-93,0.84,,46,51,43
GR000016716,"HELLINIKON, GR",22-02-93,0.09,,50,54,40
GR000016716,"HELLINIKON, GR",23-02-93,0,,48,54,44
GR000016716,"HELLINIKON, GR",24-02-93,0.22,,42,46,40
GR000016716,"HELLINIKON, GR",25-02-93,0.33,,44,47,39
GR000016716,"HELLINIKON, GR",26-02-93,0.03,,46,53,42
GR000016716,"HELLINIKON, GR",27-02-93,0,,47,55,37
GR000016716,"HELLINIKON, GR",28-02-93,0.02,,50,51,46
GR000016716,"HELLINIKON, GR",01-03-93,0,,53,58,50
GR000016716,"HELLINIKON, GR",02-03-93,0,,53,61,45
GR000016716,"HELLINIKON, GR",03-03-93,0,,53,60,43
GR000016716,"HELLINIKON, GR",04-03-93,0,,54,59,51
GR000016716,"HELLINIKON, GR",05-03-93,0.01,,52,58,46
GR000016716,"HELLINIKON, GR",06-03-93,0.04,,45,53,40
GR000016716,"HELLINIKON, GR",07-03-93,0.04,,42,46,38
GR000016716,"HELLINIKON, GR",08-03-93,0,,43,47,38
GR000016716,"HELLINIKON, GR",09-03-93,0.02,,43,47,41
GR000016716,"HELLINIKON, GR",10-03-93,0,,43,49,37
GR000016716,"HELLINIKON, GR",11-03-93,0,,46,56,36
GR000016716,"HELLINIKON, GR",12-03-93,0.01,,48,59,38
GR000016716,"HELLINIKON, GR",13-03-93,0,,48,55,38
GR000016716,"HELLINIKON, GR",14-03-93,0,,50,58,39
GR000016716,"HELLINIKON, GR",15-03-93,0,,50,58,44
GR000016716,"HELLINIKON, GR",16-03-93,0,,51,60,40
GR000016716,"HELLINIKON, GR",17-03-93,0,,51,61,40
GR000016716,"HELLINIKON, GR",18-03-93,0,,53,62,42
GR000016716,"HELLINIKON, GR",19-03-93,0,,57,64,48
GR000016716,"HELLINIKON, GR",20-03-93,0,,60,71,52
GR000016716,"HELLINIKON, GR",21-03-93,0,,56,68,46
GR000016716,"HELLINIKON, GR",22-03-93,0,,58,67,49
GR000016716,"HELLINIKON, GR",23-03-93,0,,59,66,53
GR000016716,"HELLINIKON, GR",24-03-93,0,,57,66,51
GR000016716,"HELLINIKON, GR",25-03-93,0,,57,66,51
GR000016716,"HELLINIKON, GR",26-03-93,0,,60,67,51
GR000016716,"HELLINIKON, GR",27-03-93,0.01,,62,67,59
GR000016716,"HELLINIKON, GR",28-03-93,0.01,,56,61,53
GR000016716,"HELLINIKON, GR",29-03-93,0,,54,59,49
GR000016716,"HELLINIKON, GR",30-03-93,0,,57,62,50
GR000016716,"HELLINIKON, GR",31-03-93,0.04,,53,62,47
GR000016716,"HELLINIKON, GR",01-04-93,0,,50,58,42
GR000016716,"HELLINIKON, GR",02-04-93,0,,53,61,44
GR000016716,"HELLINIKON, GR",03-04-93,0,,56,63,47
GR000016716,"HELLINIKON, GR",04-04-93,0.63,,55,59,53
GR000016716,"HELLINIKON, GR",05-04-93,0,,56,61,49
GR000016716,"HELLINIKON, GR",06-04-93,1.13,,53,58,52
GR000016716,"HELLINIKON, GR",07-04-93,0,,56,63,48
GR000016716,"HELLINIKON, GR",08-04-93,0,,58,68,54
GR000016716,"HELLINIKON, GR",09-04-93,0.05,,54,59,53
GR000016716,"HELLINIKON, GR",10-04-93,0,,57,64,47
GR000016716,"HELLINIKON, GR",11-04-93,0,,58,63,52
GR000016716,"HELLINIKON, GR",12-04-93,0,,60,67,50
GR000016716,"HELLINIKON, GR",13-04-93,0,,61,68,53
GR000016716,"HELLINIKON, GR",14-04-93,0,,62,70,54
GR000016716,"HELLINIKON, GR",15-04-93,0,,69,78,59
GR000016716,"HELLINIKON, GR",16-04-93,0,,67,77,63
GR000016716,"HELLINIKON, GR",17-04-93,0,,63,72,59
GR000016716,"HELLINIKON, GR",18-04-93,0,,59,66,55
GR000016716,"HELLINIKON, GR",19-04-93,0.03,,58,66,52
GR000016716,"HELLINIKON, GR",20-04-93,0,,61,68,55
GR000016716,"HELLINIKON, GR",21-04-93,0,,63,76,54
GR000016716,"HELLINIKON, GR",22-04-93,0,,63,73,55
GR000016716,"HELLINIKON, GR",23-04-93,0,,62,72,51
GR000016716,"HELLINIKON, GR",24-04-93,0,,63,73,51
GR000016716,"HELLINIKON, GR",25-04-93,0,,62,72,52
GR000016716,"HELLINIKON, GR",26-04-93,0,,63,73,50
GR000016716,"HELLINIKON, GR",27-04-93,0,,65,73,56
GR000016716,"HELLINIKON, GR",28-04-93,0,,64,72,58
GR000016716,"HELLINIKON, GR",29-04-93,0,,62,70,56
GR000016716,"HELLINIKON, GR",30-04-93,0,,63,70,55
GR000016716,"HELLINIKON, GR",01-05-93,0,,61,69,54
GR000016716,"HELLINIKON, GR",02-05-93,0,,61,69,52
GR000016716,"HELLINIKON, GR",03-05-93,0,,62,69,54
GR000016716,"HELLINIKON, GR",04-05-93,0,,62,70,54
GR000016716,"HELLINIKON, GR",05-05-93,0,,63,68,60
GR000016716,"HELLINIKON, GR",06-05-93,0,,64,71,55
GR000016716,"HELLINIKON, GR",07-05-93,0.08,,64,72,59
GR000016716,"HELLINIKON, GR",08-05-93,0.05,,62,68,60
GR000016716,"HELLINIKON, GR",09-05-93,0,,63,70,60
GR000016716,"HELLINIKON, GR",10-05-93,0.04,,61,66,59
GR000016716,"HELLINIKON, GR",11-05-93,0,,65,74,54
GR000016716,"HELLINIKON, GR",12-05-93,0,,62,69,52
GR000016716,"HELLINIKON, GR",13-05-93,0.11,,61,64,55
GR000016716,"HELLINIKON, GR",14-05-93,0.01,,62,70,52
GR000016716,"HELLINIKON, GR",15-05-93,0,,65,71,55
GR000016716,"HELLINIKON, GR",16-05-93,0,,68,74,63
GR000016716,"HELLINIKON, GR",17-05-93,0.33,,65,71,60
GR000016716,"HELLINIKON, GR",18-05-93,0,,67,73,56
GR000016716,"HELLINIKON, GR",19-05-93,0,,67,73,57
GR000016716,"HELLINIKON, GR",20-05-93,0,,68,77,59
GR000016716,"HELLINIKON, GR",21-05-93,0,,70,77,61
GR000016716,"HELLINIKON, GR",22-05-93,0,,72,80,64
GR000016716,"HELLINIKON, GR",23-05-93,0,,73,79,63
GR000016716,"HELLINIKON, GR",24-05-93,0,,72,77,64
GR000016716,"HELLINIKON, GR",25-05-93,0,,72,80,67
GR000016716,"HELLINIKON, GR",26-05-93,0.04,,70,76,62
GR000016716,"HELLINIKON, GR",27-05-93,0,,71,77,61
GR000016716,"HELLINIKON, GR",28-05-93,0,,73,80,66
GR000016716,"HELLINIKON, GR",29-05-93,0,,73,78,64
GR000016716,"HELLINIKON, GR",30-05-93,0,,78,91,66
GR000016716,"HELLINIKON, GR",31-05-93,0,,77,86,68
GR000016716,"HELLINIKON, GR",01-06-93,0,,80,91,69
GR000016716,"HELLINIKON, GR",02-06-93,0,,77,84,64
GR000016716,"HELLINIKON, GR",03-06-93,0,,77,84,71
GR000016716,"HELLINIKON, GR",04-06-93,0,,75,83,66
GR000016716,"HELLINIKON, GR",05-06-93,0.24,,72,79,68
GR000016716,"HELLINIKON, GR",06-06-93,0,,77,85,68
GR000016716,"HELLINIKON, GR",07-06-93,0,,74,82,67
GR000016716,"HELLINIKON, GR",08-06-93,0,,75,84,65
GR000016716,"HELLINIKON, GR",09-06-93,0,,77,85,70
GR000016716,"HELLINIKON, GR",10-06-93,0,,78,87,71
GR000016716,"HELLINIKON, GR",11-06-93,0,,76,82,69
GR000016716,"HELLINIKON, GR",12-06-93,0,,78,87,68
GR000016716,"HELLINIKON, GR",13-06-93,0,,81,90,73
GR000016716,"HELLINIKON, GR",14-06-93,0,,78,88,74
GR000016716,"HELLINIKON, GR",15-06-93,0,,73,85,72
GR000016716,"HELLINIKON, GR",16-06-93,0,,75,85,66
GR000016716,"HELLINIKON, GR",17-06-93,0,,75,83,67
GR000016716,"HELLINIKON, GR",18-06-93,0,,76,85,69
GR000016716,"HELLINIKON, GR",19-06-93,0,,75,82,69
GR000016716,"HELLINIKON, GR",20-06-93,0,,77,86,65
GR000016716,"HELLINIKON, GR",21-06-93,0,,75,84,64
GR000016716,"HELLINIKON, GR",22-06-93,0,,75,82,63
GR000016716,"HELLINIKON, GR",23-06-93,0,,78,88,65
GR000016716,"HELLINIKON, GR",24-06-93,0,,83,90,72
GR000016716,"HELLINIKON, GR",25-06-93,0,,87,98,78
GR000016716,"HELLINIKON, GR",26-06-93,0,,83,90,77
GR000016716,"HELLINIKON, GR",27-06-93,0,,77,83,73
GR000016716,"HELLINIKON, GR",28-06-93,0,,75,81,70
GR000016716,"HELLINIKON, GR",29-06-93,0,,78,85,69
GR000016716,"HELLINIKON, GR",30-06-93,0,,79,84,73
GR000016716,"HELLINIKON, GR",01-07-93,0,,80,89,74
GR000016716,"HELLINIKON, GR",02-07-93,0,,81,90,74
GR000016716,"HELLINIKON, GR",03-07-93,0,,78,87,72
GR000016716,"HELLINIKON, GR",04-07-93,0,,80,88,71
GR000016716,"HELLINIKON, GR",05-07-93,0,,85,97,72
GR000016716,"HELLINIKON, GR",06-07-93,0,,85,94,75
GR000016716,"HELLINIKON, GR",07-07-93,0,,85,91,76
GR000016716,"HELLINIKON, GR",08-07-93,0,,79,88,76
GR000016716,"HELLINIKON, GR",09-07-93,0,,78,85,72
GR000016716,"HELLINIKON, GR",10-07-93,0,,78,90,68
GR000016716,"HELLINIKON, GR",11-07-93,0,,79,90,70
GR000016716,"HELLINIKON, GR",12-07-93,0,,82,90,68
GR000016716,"HELLINIKON, GR",13-07-93,0,,80,89,75
GR000016716,"HELLINIKON, GR",14-07-93,0,,75,83,69
GR000016716,"HELLINIKON, GR",15-07-93,0,,73,81,62
GR000016716,"HELLINIKON, GR",16-07-93,0,,76,87,65
GR000016716,"HELLINIKON, GR",17-07-93,0,,83,92,71
GR000016716,"HELLINIKON, GR",18-07-93,0,,87,97,76
GR000016716,"HELLINIKON, GR",19-07-93,0,,87,96,79
GR000016716,"HELLINIKON, GR",20-07-93,0,,85,98,73
GR000016716,"HELLINIKON, GR",21-07-93,0,,82,91,69
GR000016716,"HELLINIKON, GR",22-07-93,0,,82,90,73
GR000016716,"HELLINIKON, GR",23-07-93,0,,83,92,77
GR000016716,"HELLINIKON, GR",24-07-93,0,,78,85,72
GR000016716,"HELLINIKON, GR",25-07-93,0,,80,88,71
GR000016716,"HELLINIKON, GR",26-07-93,0,,82,95,72
GR000016716,"HELLINIKON, GR",27-07-93,0,,79,89,67
GR000016716,"HELLINIKON, GR",28-07-93,0,,81,91,71
GR000016716,"HELLINIKON, GR",29-07-93,0,,80,91,71
GR000016716,"HELLINIKON, GR",30-07-93,0,,85,96,74
GR000016716,"HELLINIKON, GR",31-07-93,0,,86,94,77
GR000016716,"HELLINIKON, GR",01-08-93,0,,87,95,78
GR000016716,"HELLINIKON, GR",02-08-93,0,,88,98,83
GR000016716,"HELLINIKON, GR",03-08-93,0,,85,94,77
GR000016716,"HELLINIKON, GR",04-08-93,0,,84,91,77
GR000016716,"HELLINIKON, GR",05-08-93,0,,84,92,77
GR000016716,"HELLINIKON, GR",06-08-93,0,,83,91,76
GR000016716,"HELLINIKON, GR",07-08-93,0,,83,93,73
GR000016716,"HELLINIKON, GR",08-08-93,0,,84,94,75
GR000016716,"HELLINIKON, GR",09-08-93,0,,80,90,71
GR000016716,"HELLINIKON, GR",10-08-93,0,,79,86,72
GR000016716,"HELLINIKON, GR",11-08-93,0,,79,87,72
GR000016716,"HELLINIKON, GR",12-08-93,0,,79,87,73
GR000016716,"HELLINIKON, GR",13-08-93,0,,79,88,69
GR000016716,"HELLINIKON, GR",14-08-93,0,,81,88,76
GR000016716,"HELLINIKON, GR",15-08-93,0,,82,90,76
GR000016716,"HELLINIKON, GR",16-08-93,0,,82,90,74
GR000016716,"HELLINIKON, GR",17-08-93,0,,82,91,74
GR000016716,"HELLINIKON, GR",18-08-93,0,,83,91,75
GR000016716,"HELLINIKON, GR",19-08-93,0,,83,92,71
GR000016716,"HELLINIKON, GR",20-08-93,0,,82,92,72
GR000016716,"HELLINIKON, GR",21-08-93,0,,81,89,75
GR000016716,"HELLINIKON, GR",22-08-93,0,,81,90,73
GR000016716,"HELLINIKON, GR",23-08-93,0,,80,91,72
GR000016716,"HELLINIKON, GR",24-08-93,0,,80,90,69
GR000016716,"HELLINIKON, GR",25-08-93,0,,82,92,69
GR000016716,"HELLINIKON, GR",26-08-93,0,,85,96,72
GR000016716,"HELLINIKON, GR",27-08-93,0,,86,104,76
GR000016716,"HELLINIKON, GR",28-08-93,0,,82,89,76
GR000016716,"HELLINIKON, GR",29-08-93,0,,84,94,74
GR000016716,"HELLINIKON, GR",30-08-93,0,,81,90,74
GR000016716,"HELLINIKON, GR",31-08-93,0,,77,87,72
GR000016716,"HELLINIKON, GR",01-09-93,0,,76,85,71
GR000016716,"HELLINIKON, GR",02-09-93,0,,73,86,69
GR000016716,"HELLINIKON, GR",03-09-93,0,,72,79,64
GR000016716,"HELLINIKON, GR",04-09-93,0,,74,83,64
GR000016716,"HELLINIKON, GR",05-09-93,0,,77,82,69
GR000016716,"HELLINIKON, GR",06-09-93,0,,78,89,73
GR000016716,"HELLINIKON, GR",07-09-93,0,,74,81,69
GR000016716,"HELLINIKON, GR",08-09-93,0,,73,81,63
GR000016716,"HELLINIKON, GR",09-09-93,0,,77,86,66
GR000016716,"HELLINIKON, GR",10-09-93,0,,78,87,66
GR000016716,"HELLINIKON, GR",11-09-93,0,,78,90,70
GR000016716,"HELLINIKON, GR",12-09-93,0,,81,89,71
GR000016716,"HELLINIKON, GR",13-09-93,0,,79,87,71
GR000016716,"HELLINIKON, GR",14-09-93,0,,76,84,67
GR000016716,"HELLINIKON, GR",15-09-93,0,,75,83,65
GR000016716,"HELLINIKON, GR",16-09-93,0,,77,85,69
GR000016716,"HELLINIKON, GR",17-09-93,0,,77,86,67
GR000016716,"HELLINIKON, GR",18-09-93,0,,80,93,67
GR000016716,"HELLINIKON, GR",19-09-93,0,,81,92,68
GR000016716,"HELLINIKON, GR",20-09-93,0,,75,81,71
GR000016716,"HELLINIKON, GR",21-09-93,0,,70,76,67
GR000016716,"HELLINIKON, GR",22-09-93,0,,67,74,63
GR000016716,"HELLINIKON, GR",23-09-93,0,,69,80,62
GR000016716,"HELLINIKON, GR",24-09-93,0,,69,79,58
GR000016716,"HELLINIKON, GR",25-09-93,0,,71,81,63
GR000016716,"HELLINIKON, GR",26-09-93,0,,75,84,65
GR000016716,"HELLINIKON, GR",27-09-93,0,,76,85,68
GR000016716,"HELLINIKON, GR",28-09-93,0,,75,83,67
GR000016716,"HELLINIKON, GR",29-09-93,0,,74,82,66
GR000016716,"HELLINIKON, GR",30-09-93,0,,75,83,72
GR000016716,"HELLINIKON, GR",01-10-93,0,,72,81,68
GR000016716,"HELLINIKON, GR",02-10-93,0,,70,78,61
GR000016716,"HELLINIKON, GR",03-10-93,0,,71,78,64
GR000016716,"HELLINIKON, GR",04-10-93,0,,73,82,64
GR000016716,"HELLINIKON, GR",05-10-93,0,,73,80,67
GR000016716,"HELLINIKON, GR",06-10-93,0,,72,80,62
GR000016716,"HELLINIKON, GR",07-10-93,0,,71,80,62
GR000016716,"HELLINIKON, GR",08-10-93,0,,70,80,60
GR000016716,"HELLINIKON, GR",09-10-93,0,,72,82,62
GR000016716,"HELLINIKON, GR",10-10-93,0,,72,81,64
GR000016716,"HELLINIKON, GR",11-10-93,0,,73,83,61
GR000016716,"HELLINIKON, GR",12-10-93,0,,72,80,62
GR000016716,"HELLINIKON, GR",13-10-93,0,,71,81,63
GR000016716,"HELLINIKON, GR",14-10-93,0,,71,81,63
GR000016716,"HELLINIKON, GR",15-10-93,0,,71,82,61
GR000016716,"HELLINIKON, GR",16-10-93,0,,71,81,62
GR000016716,"HELLINIKON, GR",17-10-93,0,,71,83,60
GR000016716,"HELLINIKON, GR",18-10-93,0,,72,84,63
GR000016716,"HELLINIKON, GR",19-10-93,0,,73,81,67
GR000016716,"HELLINIKON, GR",20-10-93,0,,70,80,66
GR000016716,"HELLINIKON, GR",21-10-93,0,,67,75,60
GR000016716,"HELLINIKON, GR",22-10-93,0,,67,75,60
GR000016716,"HELLINIKON, GR",23-10-93,0,,69,79,60
GR000016716,"HELLINIKON, GR",24-10-93,0,,71,78,65
GR000016716,"HELLINIKON, GR",25-10-93,0,,70,78,62
GR000016716,"HELLINIKON, GR",26-10-93,0,,70,78,62
GR000016716,"HELLINIKON, GR",27-10-93,0,,70,77,64
GR000016716,"HELLINIKON, GR",28-10-93,0,,64,69,62
GR000016716,"HELLINIKON, GR",29-10-93,0,,60,67,57
GR000016716,"HELLINIKON, GR",30-10-93,0,,60,67,57
GR000016716,"HELLINIKON, GR",31-10-93,0,,59,65,56
GR000016716,"HELLINIKON, GR",01-11-93,0,,58,65,53
GR000016716,"HELLINIKON, GR",02-11-93,0,,58,68,49
GR000016716,"HELLINIKON, GR",03-11-93,0,,62,69,52
GR000016716,"HELLINIKON, GR",04-11-93,0.03,,64,67,58
GR000016716,"HELLINIKON, GR",05-11-93,0,,68,74,60
GR000016716,"HELLINIKON, GR",06-11-93,0,,68,74,65
GR000016716,"HELLINIKON, GR",07-11-93,0,,69,74,67
GR000016716,"HELLINIKON, GR",08-11-93,0,,68,76,63
GR000016716,"HELLINIKON, GR",09-11-93,0.06,,67,74,61
GR000016716,"HELLINIKON, GR",10-11-93,0,,65,75,58
GR000016716,"HELLINIKON, GR",11-11-93,0,,58,64,54
GR000016716,"HELLINIKON, GR",12-11-93,0,,52,55,50
GR000016716,"HELLINIKON, GR",13-11-93,0.08,,53,55,51
GR000016716,"HELLINIKON, GR",14-11-93,0.67,,56,62,51
GR000016716,"HELLINIKON, GR",15-11-93,0,,55,61,49
GR000016716,"HELLINIKON, GR",16-11-93,0.21,,62,67,53
GR000016716,"HELLINIKON, GR",17-11-93,0,,55,62,50
GR000016716,"HELLINIKON, GR",18-11-93,0,,50,52,48
GR000016716,"HELLINIKON, GR",19-11-93,0,,51,53,47
GR000016716,"HELLINIKON, GR",20-11-93,1.72,,53,57,49
GR000016716,"HELLINIKON, GR",21-11-93,3.13,,58,61,55
GR000016716,"HELLINIKON, GR",22-11-93,0.63,,57,60,56
GR000016716,"HELLINIKON, GR",23-11-93,0.12,,56,58,54
GR000016716,"HELLINIKON, GR",24-11-93,0,,52,55,50
GR000016716,"HELLINIKON, GR",25-11-93,0,,49,52,46
GR000016716,"HELLINIKON, GR",26-11-93,0,,46,50,44
GR000016716,"HELLINIKON, GR",27-11-93,0.26,,45,48,42
GR000016716,"HELLINIKON, GR",28-11-93,0,,48,49,44
GR000016716,"HELLINIKON, GR",29-11-93,0.56,,49,51,47
GR000016716,"HELLINIKON, GR",30-11-93,0.53,,51,57,45
GR000016716,"HELLINIKON, GR",01-12-93,0.38,,55,62,52
GR000016716,"HELLINIKON, GR",02-12-93,0,,53,55,51
GR000016716,"HELLINIKON, GR",03-12-93,0,,55,58,53
GR000016716,"HELLINIKON, GR",04-12-93,0,,55,61,51
GR000016716,"HELLINIKON, GR",05-12-93,0,,53,59,43
GR000016716,"HELLINIKON, GR",06-12-93,0,,53,58,48
GR000016716,"HELLINIKON, GR",07-12-93,0,,52,56,50
GR000016716,"HELLINIKON, GR",08-12-93,0,,57,63,46
GR000016716,"HELLINIKON, GR",09-12-93,0,,58,65,51
GR000016716,"HELLINIKON, GR",10-12-93,0,,59,68,52
GR000016716,"HELLINIKON, GR",11-12-93,0,,58,64,51
GR000016716,"HELLINIKON, GR",12-12-93,0,,59,66,55
GR000016716,"HELLINIKON, GR",13-12-93,0,,48,58,45
GR000016716,"HELLINIKON, GR",14-12-93,0,,51,58,42
GR000016716,"HELLINIKON, GR",15-12-93,0,,59,64,49
GR000016716,"HELLINIKON, GR",16-12-93,0,,61,63,57
GR000016716,"HELLINIKON, GR",17-12-93,0,,61,67,53
GR000016716,"HELLINIKON, GR",18-12-93,0,,57,66,47
GR000016716,"HELLINIKON, GR",19-12-93,0,,54,64,44
GR000016716,"HELLINIKON, GR",20-12-93,0,,56,64,44
GR000016716,"HELLINIKON, GR",21-12-93,0,,59,65,58
GR000016716,"HELLINIKON, GR",22-12-93,0,,58,67,51
GR000016716,"HELLINIKON, GR",23-12-93,0,,57,65,53
GR000016716,"HELLINIKON, GR",24-12-93,0,,55,61,48
GR000016716,"HELLINIKON, GR",25-12-93,0.2,,58,63,52
GR000016716,"HELLINIKON, GR",26-12-93,0.03,,58,63,49
GR000016716,"HELLINIKON, GR",27-12-93,0.1,,58,62,56
GR000016716,"HELLINIKON, GR",28-12-93,0,,55,60,49
GR000016716,"HELLINIKON, GR",29-12-93,0,,53,60,44
GR000016716,"HELLINIKON, GR",30-12-93,0,,57,61,51
GR000016716,"HELLINIKON, GR",31-12-93,0,,55,57,52
GR000016716,"HELLINIKON, GR",01-01-94,0,,54,61,49
GR000016716,"HELLINIKON, GR",02-01-94,0.03,,54,60,50
GR000016716,"HELLINIKON, GR",03-01-94,0,,51,58,44
GR000016716,"HELLINIKON, GR",04-01-94,0,,50,60,41
GR000016716,"HELLINIKON, GR",05-01-94,0,,54,62,46
GR000016716,"HELLINIKON, GR",06-01-94,0,,57,62,53
GR000016716,"HELLINIKON, GR",07-01-94,0,,59,63,55
GR000016716,"HELLINIKON, GR",08-01-94,0,,57,62,50
GR000016716,"HELLINIKON, GR",09-01-94,1.51,,58,61,56
GR000016716,"HELLINIKON, GR",10-01-94,0.08,,57,63,56
GR000016716,"HELLINIKON, GR",11-01-94,0,,56,61,51
GR000016716,"HELLINIKON, GR",12-01-94,0.26,,56,59,54
GR000016716,"HELLINIKON, GR",13-01-94,0.13,,57,62,53
GR000016716,"HELLINIKON, GR",14-01-94,0,,55,60,53
GR000016716,"HELLINIKON, GR",15-01-94,0,,53,61,45
GR000016716,"HELLINIKON, GR",16-01-94,0,,54,60,45
GR000016716,"HELLINIKON, GR",17-01-94,0,,58,62,53
GR000016716,"HELLINIKON, GR",18-01-94,0,,59,63,55
GR000016716,"HELLINIKON, GR",19-01-94,0,,58,63,51
GR000016716,"HELLINIKON, GR",20-01-94,0,,55,59,52
GR000016716,"HELLINIKON, GR",21-01-94,0.32,,55,62,51
GR000016716,"HELLINIKON, GR",22-01-94,0.09,,50,55,48
GR000016716,"HELLINIKON, GR",23-01-94,0,,48,53,44
GR000016716,"HELLINIKON, GR",24-01-94,0,,48,57,39
GR000016716,"HELLINIKON, GR",25-01-94,0,,50,58,40
GR000016716,"HELLINIKON, GR",26-01-94,0,,51,60,42
GR000016716,"HELLINIKON, GR",27-01-94,0.43,,52,62,46
GR000016716,"HELLINIKON, GR",28-01-94,0,,50,54,47
GR000016716,"HELLINIKON, GR",29-01-94,0.94,,44,53,36
GR000016716,"HELLINIKON, GR",30-01-94,1.13,,42,47,36
GR000016716,"HELLINIKON, GR",31-01-94,0.05,,44,50,39
GR000016716,"HELLINIKON, GR",01-02-94,0,,48,56,37
GR000016716,"HELLINIKON, GR",02-02-94,0,,49,57,40
GR000016716,"HELLINIKON, GR",03-02-94,0,,50,59,42
GR000016716,"HELLINIKON, GR",04-02-94,0,,52,61,45
GR000016716,"HELLINIKON, GR",05-02-94,0,,53,62,45
GR000016716,"HELLINIKON, GR",06-02-94,0,,57,63,46
GR000016716,"HELLINIKON, GR",07-02-94,0.4,,55,60,52
GR000016716,"HELLINIKON, GR",08-02-94,0.2,,52,57,51
GR000016716,"HELLINIKON, GR",09-02-94,0,,50,54,43
GR000016716,"HELLINIKON, GR",10-02-94,0,,49,53,46
GR000016716,"HELLINIKON, GR",11-02-94,0,,49,55,42
GR000016716,"HELLINIKON, GR",12-02-94,0.44,,47,51,45
GR000016716,"HELLINIKON, GR",13-02-94,0,,46,49,43
GR000016716,"HELLINIKON, GR",14-02-94,0.22,,44,47,41
GR000016716,"HELLINIKON, GR",15-02-94,0,,43,45,41
GR000016716,"HELLINIKON, GR",16-02-94,0,,44,44,40
GR000016716,"HELLINIKON, GR",17-02-94,0,,49,55,44
GR000016716,"HELLINIKON, GR",18-02-94,0,,53,59,42
GR000016716,"HELLINIKON, GR",19-02-94,0.02,,58,62,56
GR000016716,"HELLINIKON, GR",20-02-94,0.01,,54,60,50
GR000016716,"HELLINIKON, GR",21-02-94,0,,52,56,47
GR000016716,"HELLINIKON, GR",22-02-94,0,,52,56,48
GR000016716,"HELLINIKON, GR",23-02-94,0,,51,59,43
GR000016716,"HELLINIKON, GR",24-02-94,0,,54,58,46
GR000016716,"HELLINIKON, GR",25-02-94,0,,60,66,55
GR000016716,"HELLINIKON, GR",26-02-94,0,,56,62,52
GR000016716,"HELLINIKON, GR",27-02-94,0,,53,61,43
GR000016716,"HELLINIKON, GR",28-02-94,0,,55,63,45
GR000016716,"HELLINIKON, GR",01-03-94,0,,54,63,47
GR000016716,"HELLINIKON, GR",02-03-94,0,,55,62,45
GR000016716,"HELLINIKON, GR",03-03-94,0,,59,68,49
GR000016716,"HELLINIKON, GR",04-03-94,0.02,,58,63,52
GR000016716,"HELLINIKON, GR",05-03-94,0.08,,53,57,45
GR000016716,"HELLINIKON, GR",06-03-94,0.02,,51,57,46
GR000016716,"HELLINIKON, GR",07-03-94,0,,51,58,39
GR000016716,"HELLINIKON, GR",08-03-94,0,,53,62,43
GR000016716,"HELLINIKON, GR",09-03-94,0.06,,53,59,50
GR000016716,"HELLINIKON, GR",10-03-94,0,,50,55,46
GR000016716,"HELLINIKON, GR",11-03-94,0,,52,58,47
GR000016716,"HELLINIKON, GR",12-03-94,0,,52,59,47
GR000016716,"HELLINIKON, GR",13-03-94,0,,50,58,40
GR000016716,"HELLINIKON, GR",14-03-94,0,,56,65,45
GR000016716,"HELLINIKON, GR",15-03-94,0,,58,65,49
GR000016716,"HELLINIKON, GR",16-03-94,0,,60,67,52
GR000016716,"HELLINIKON, GR",17-03-94,0,,60,66,55
GR000016716,"HELLINIKON, GR",18-03-94,0.22,,56,60,54
GR000016716,"HELLINIKON, GR",19-03-94,0,,56,64,50
GR000016716,"HELLINIKON, GR",20-03-94,0,,56,65,45
GR000016716,"HELLINIKON, GR",21-03-94,0,,58,67,48
