,index,DATE,STATION,NAME,NEWDATE,PRCP,SNWD,TAVG_x,TMAX,TMIN,MONTH,YEAR,30YAVG,MM_DD,MM,DAY,TAVG_y,
5744,12684,23-09-89,GR000016716,"HELLINIKON, GR",23-09-89,0,,22,27,17,9,1989,24.9,Sep-23,Sep,23,22.80769231,FALSE
5745,12685,24-09-89,GR000016716,"HELLINIKON, GR",24-09-89,0,,23,27,17,9,1989,24.7,Sep-24,Sep,24,22.92307692,TRUE
5746,12686,25-09-89,GR000016716,"HELLINIKON, GR",25-09-89,0,,23,27,17,9,1989,24.6,Sep-25,Sep,25,23.03846154,FALSE
5747,12687,26-09-89,GR000016716,"HELLINIKON, GR",26-09-89,0,,22,27,18,9,1989,24.4,Sep-26,Sep,26,22.57692308,FALSE
5748,12688,27-09-89,GR000016716,"HELLINIKON, GR",27-09-89,0,,23,27,20,9,1989,24.3,Sep-27,Sep,27,22.46153846,TRUE
5749,12689,28-09-89,GR000016716,"HELLINIKON, GR",28-09-89,2,,22,25,19,9,1989,24.1,Sep-28,Sep,28,22.53846154,FALSE
5750,12690,29-09-89,GR000016716,"HELLINIKON, GR",29-09-89,0,,23,26,19,9,1989,24.1,Sep-29,Sep,29,22.23076923,TRUE
5751,12691,30-09-89,GR000016716,"HELLINIKON, GR",30-09-89,0,,24,27,20,9,1989,24.1,Sep-30,Sep,30,22.07692308,TRUE
5752,12692,01-10-89,GR000016716,"HELLINIKON, GR",01-10-89,16,,22,27,18,10,1989,24.1,10-Jan,Oct,1,21.88461538,TRUE
5753,12693,02-10-89,GR000016716,"HELLINIKON, GR",02-10-89,2,,18,21,17,10,1989,23.9,10-Feb,Oct,2,21.07692308,FALSE
5754,12694,03-10-89,GR000016716,"HELLINIKON, GR",03-10-89,0,,18,19,16,10,1989,23.7,10-Mar,Oct,3,21.11538462,FALSE
5755,12695,04-10-89,GR000016716,"HELLINIKON, GR",04-10-89,5,,16,22,13,10,1989,23.3,10-Apr,Oct,4,20.61538462,FALSE
5756,12696,05-10-89,GR000016716,"HELLINIKON, GR",05-10-89,44,,13,14,10,10,1989,22.8,10-May,Oct,5,20.5,FALSE
5757,12697,06-10-89,GR000016716,"HELLINIKON, GR",06-10-89,0,,16,18,13,10,1989,22.5,10-Jun,Oct,6,20.69230769,FALSE
5758,12698,07-10-89,GR000016716,"HELLINIKON, GR",07-10-89,0,,16,20,9,10,1989,22.2,10-Jul,Oct,7,20.92307692,FALSE
5759,12699,08-10-89,GR000016716,"HELLINIKON, GR",08-10-89,4,,19,22,14,10,1989,22.1,10-Aug,Oct,8,21.07692308,FALSE
5760,12700,09-10-89,GR000016716,"HELLINIKON, GR",09-10-89,0,,23,24,21,10,1989,22.1,10-Sep,Oct,9,21.19230769,TRUE
5761,12701,10-10-89,GR000016716,"HELLINIKON, GR",10-10-89,0,,22,26,20,10,1989,21.9,10-Oct,Oct,10,21,TRUE
5762,12702,11-10-89,GR000016716,"HELLINIKON, GR",11-10-89,0,,21,23,19,10,1989,21.8,10-Nov,Oct,11,20.65384615,TRUE
5763,12703,12-10-89,GR000016716,"HELLINIKON, GR",12-10-89,0,,19,23,15,10,1989,21.5,10-Dec,Oct,12,20.73076923,FALSE
5764,12704,13-10-89,GR000016716,"HELLINIKON, GR",13-10-89,0,,18,22,13,10,1989,21.3,Oct-13,Oct,13,20.38461538,FALSE
5765,12705,14-10-89,GR000016716,"HELLINIKON, GR",14-10-89,0,,18,21,13,10,1989,21.1,Oct-14,Oct,14,19.42307692,FALSE
5766,12706,15-10-89,GR000016716,"HELLINIKON, GR",15-10-89,0,,19,21,16,10,1989,20.9,Oct-15,Oct,15,19.65384615,FALSE
5767,12707,16-10-89,GR000016716,"HELLINIKON, GR",16-10-89,0,,18,21,16,10,1989,20.7,Oct-16,Oct,16,19,FALSE
5768,12708,17-10-89,GR000016716,"HELLINIKON, GR",17-10-89,0,,17,19,13,10,1989,20.5,Oct-17,Oct,17,18.73076923,FALSE
5769,12709,18-10-89,GR000016716,"HELLINIKON, GR",18-10-89,0,,17,20,13,10,1989,20.2,Oct-18,Oct,18,18.61538462,FALSE
5770,12710,19-10-89,GR000016716,"HELLINIKON, GR",19-10-89,0,,18,22,12,10,1989,20,Oct-19,Oct,19,18.84615385,FALSE
5771,12711,20-10-89,GR000016716,"HELLINIKON, GR",20-10-89,0,,17,22,13,10,1989,19.8,Oct-20,Oct,20,18.65384615,FALSE
5772,12712,21-10-89,GR000016716,"HELLINIKON, GR",21-10-89,0,,18,21,13,10,1989,19.6,Oct-21,Oct,21,18.42307692,FALSE
5773,12713,22-10-89,GR000016716,"HELLINIKON, GR",22-10-89,0,,17,20,13,10,1989,19.4,Oct-22,Oct,22,18.34615385,FALSE
5774,12714,23-10-89,GR000016716,"HELLINIKON, GR",23-10-89,0,,18,22,13,10,1989,19.3,Oct-23,Oct,23,17.88461538,TRUE
5775,12715,24-10-89,GR000016716,"HELLINIKON, GR",24-10-89,0,,18,22,14,10,1989,19.1,Oct-24,Oct,24,17.57692308,TRUE
5776,12716,25-10-89,GR000016716,"HELLINIKON, GR",25-10-89,0,,19,23,12,10,1989,19,Oct-25,Oct,25,17.15384615,TRUE
5777,12717,26-10-89,GR000016716,"HELLINIKON, GR",26-10-89,0,,19,24,17,10,1989,18.9,Oct-26,Oct,26,16.5,TRUE
5778,12718,27-10-89,GR000016716,"HELLINIKON, GR",27-10-89,0,,19,23,16,10,1989,18.7,Oct-27,Oct,27,16.38461538,TRUE
5779,12719,28-10-89,GR000016716,"HELLINIKON, GR",28-10-89,0,,20,24,16,10,1989,18.7,Oct-28,Oct,28,16.23076923,TRUE
5780,12720,29-10-89,GR000016716,"HELLINIKON, GR",29-10-89,0,,18,22,14,10,1989,18.5,Oct-29,Oct,29,16.34615385,TRUE
5781,12721,30-10-89,GR000016716,"HELLINIKON, GR",30-10-89,0,,18,22,13,10,1989,18.3,Oct-30,Oct,30,16.65384615,TRUE
5782,12722,31-10-89,GR000016716,"HELLINIKON, GR",31-10-89,0,,17,22,12,10,1989,18.1,Oct-31,Oct,31,16.34615385,TRUE
5783,12723,01-11-89,GR000016716,"HELLINIKON, GR",01-11-89,0,,18,22,12,11,1989,18.1,11-Jan,Nov,1,16.19230769,TRUE
5784,12724,02-11-89,GR000016716,"HELLINIKON, GR",02-11-89,0,,18,22,12,11,1989,18.1,11-Feb,Nov,2,16.07692308,TRUE
5785,12725,03-11-89,GR000016716,"HELLINIKON, GR",03-11-89,0,,17,23,12,11,1989,18.2,11-Mar,Nov,3,16.23076923,TRUE
5786,12726,04-11-89,GR000016716,"HELLINIKON, GR",04-11-89,0,,18,22,12,11,1989,18.3,11-Apr,Nov,4,16.11538462,TRUE
5787,12727,05-11-89,GR000016716,"HELLINIKON, GR",05-11-89,0,,18,22,12,11,1989,18.4,11-May,Nov,5,16.11538462,TRUE
5788,12728,06-11-89,GR000016716,"HELLINIKON, GR",06-11-89,0,,18,22,12,11,1989,18.5,11-Jun,Nov,6,15.61538462,TRUE
5789,12729,07-11-89,GR000016716,"HELLINIKON, GR",07-11-89,0,,19,21,17,11,1989,18.5,11-Jul,Nov,7,15.57692308,TRUE
5790,12730,08-11-89,GR000016716,"HELLINIKON, GR",08-11-89,0,,17,19,14,11,1989,18.3,11-Aug,Nov,8,15.23076923,TRUE
5791,12731,09-11-89,GR000016716,"HELLINIKON, GR",09-11-89,0,,16,18,11,11,1989,18.1,11-Sep,Nov,9,14.73076923,TRUE
5792,12732,10-11-89,GR000016716,"HELLINIKON, GR",10-11-89,0,,15,19,11,11,1989,17.9,11-Oct,Nov,10,14.65384615,TRUE
5793,12733,11-11-89,GR000016716,"HELLINIKON, GR",11-11-89,0,,14,18,10,11,1989,17.7,11-Nov,Nov,11,14.30769231,FALSE
5794,12734,12-11-89,GR000016716,"HELLINIKON, GR",12-11-89,0,,14,16,9,11,1989,17.6,11-Dec,Nov,12,14.23076923,FALSE
5795,12735,13-11-89,GR000016716,"HELLINIKON, GR",13-11-89,0,,12,14,11,11,1989,17.4,Nov-13,Nov,13,14.26923077,FALSE
5796,12736,14-11-89,GR000016716,"HELLINIKON, GR",14-11-89,0,,12,13,10,11,1989,17.1,Nov-14,Nov,14,14.57692308,FALSE
5797,12737,15-11-89,GR000016716,"HELLINIKON, GR",15-11-89,0,,13,16,11,11,1989,17,Nov-15,Nov,15,15,FALSE
5798,12738,16-11-89,GR000016716,"HELLINIKON, GR",16-11-89,0,,15,18,9,11,1989,16.9,Nov-16,Nov,16,15.26923077,FALSE
5799,12739,17-11-89,GR000016716,"HELLINIKON, GR",17-11-89,0,,13,17,11,11,1989,16.8,Nov-17,Nov,17,15.15384615,FALSE
5800,12740,18-11-89,GR000016716,"HELLINIKON, GR",18-11-89,0,,12,12,11,11,1989,16.6,Nov-18,Nov,18,14.69230769,FALSE
5801,12741,19-11-89,GR000016716,"HELLINIKON, GR",19-11-89,4,,12,13,11,11,1989,16.4,Nov-19,Nov,19,14.15384615,FALSE
5802,12742,20-11-89,GR000016716,"HELLINIKON, GR",20-11-89,0,,13,14,12,11,1989,16.2,Nov-20,Nov,20,13.96153846,FALSE
5803,12743,21-11-89,GR000016716,"HELLINIKON, GR",21-11-89,0,,14,17,12,11,1989,16.1,Nov-21,Nov,21,14.26923077,FALSE
5804,12744,22-11-89,GR000016716,"HELLINIKON, GR",22-11-89,0,,15,18,11,11,1989,16,Nov-22,Nov,22,14.42307692,TRUE
5805,12745,23-11-89,GR000016716,"HELLINIKON, GR",23-11-89,0,,18,20,14,11,1989,16,Nov-23,Nov,23,14.38461538,TRUE
5806,12746,24-11-89,GR000016716,"HELLINIKON, GR",24-11-89,0,,18,21,17,11,1989,16,Nov-24,Nov,24,13.57692308,TRUE
5807,12747,25-11-89,GR000016716,"HELLINIKON, GR",25-11-89,0,,18,22,15,11,1989,16,Nov-25,Nov,25,13.15384615,TRUE
5808,12748,26-11-89,GR000016716,"HELLINIKON, GR",26-11-89,0,,17,19,15,11,1989,15.9,Nov-26,Nov,26,13.53846154,TRUE
5809,12749,27-11-89,GR000016716,"HELLINIKON, GR",27-11-89,2,,12,16,10,11,1989,15.6,Nov-27,Nov,27,13.07692308,FALSE
5810,12750,28-11-89,GR000016716,"HELLINIKON, GR",28-11-89,5,,10,13,7,11,1989,15.4,Nov-28,Nov,28,13.03846154,FALSE
5811,12751,29-11-89,GR000016716,"HELLINIKON, GR",29-11-89,0,,9,12,5,11,1989,15.1,Nov-29,Nov,29,13.03846154,FALSE
5812,12752,30-11-89,GR000016716,"HELLINIKON, GR",30-11-89,1,,6,8,4,11,1989,14.7,Nov-30,Nov,30,12.53846154,FALSE
5813,12753,01-12-89,GR000016716,"HELLINIKON, GR",01-12-89,0,,6,9,1,12,1989,14.3,12-Jan,Dec,1,12.30769231,FALSE
5814,12754,02-12-89,GR000016716,"HELLINIKON, GR",02-12-89,0,,7,8,6,12,1989,13.9,12-Feb,Dec,2,12.46153846,FALSE
5815,12755,03-12-89,GR000016716,"HELLINIKON, GR",03-12-89,0,,8,9,7,12,1989,13.6,12-Mar,Dec,3,12.19230769,FALSE
5816,12756,04-12-89,GR000016716,"HELLINIKON, GR",04-12-89,0,,7,12,4,12,1989,13.3,12-Apr,Dec,4,11.96153846,FALSE
5817,12757,05-12-89,GR000016716,"HELLINIKON, GR",05-12-89,0,,9,14,5,12,1989,13,12-May,Dec,5,12.30769231,FALSE
5818,12758,06-12-89,GR000016716,"HELLINIKON, GR",06-12-89,0,,13,16,10,12,1989,12.8,12-Jun,Dec,6,12.61538462,TRUE
5819,12759,07-12-89,GR000016716,"HELLINIKON, GR",07-12-89,0,,13,17,11,12,1989,12.6,12-Jul,Dec,7,12.15384615,TRUE
5820,12760,08-12-89,GR000016716,"HELLINIKON, GR",08-12-89,2,,13,17,12,12,1989,12.5,12-Aug,Dec,8,11.92307692,TRUE
5821,12761,09-12-89,GR000016716,"HELLINIKON, GR",09-12-89,0,,15,17,12,12,1989,12.4,12-Sep,Dec,9,11.46153846,TRUE
5822,12762,10-12-89,GR000016716,"HELLINIKON, GR",10-12-89,4,,11,17,7,12,1989,12.3,12-Oct,Dec,10,11.07692308,FALSE
5823,12763,11-12-89,GR000016716,"HELLINIKON, GR",11-12-89,0,,7,8,4,12,1989,12.1,12-Nov,Dec,11,11.53846154,FALSE
5824,12764,12-12-89,GR000016716,"HELLINIKON, GR",12-12-89,0,,6,11,1,12,1989,11.8,12-Dec,Dec,12,11.30769231,FALSE
5825,12765,13-12-89,GR000016716,"HELLINIKON, GR",13-12-89,0,,9,12,3,12,1989,11.7,Dec-13,Dec,13,11.03846154,FALSE
5826,12766,14-12-89,GR000016716,"HELLINIKON, GR",14-12-89,0,,12,14,7,12,1989,11.7,Dec-14,Dec,14,11.38461538,TRUE
5827,12767,15-12-89,GR000016716,"HELLINIKON, GR",15-12-89,0,,13,17,8,12,1989,11.7,Dec-15,Dec,15,11.73076923,TRUE
5828,12768,16-12-89,GR000016716,"HELLINIKON, GR",16-12-89,0,,17,19,12,12,1989,11.8,Dec-16,Dec,16,11.46153846,TRUE
5829,12769,17-12-89,GR000016716,"HELLINIKON, GR",17-12-89,0,,14,18,11,12,1989,11.8,Dec-17,Dec,17,11.15384615,TRUE
5830,12770,18-12-89,GR000016716,"HELLINIKON, GR",18-12-89,0,,13,15,12,12,1989,11.8,Dec-18,Dec,18,11.30769231,TRUE
5831,12771,19-12-89,GR000016716,"HELLINIKON, GR",19-12-89,0,,14,19,9,12,1989,11.9,Dec-19,Dec,19,11.53846154,TRUE
5832,12772,20-12-89,GR000016716,"HELLINIKON, GR",20-12-89,0,,14,19,11,12,1989,11.9,Dec-20,Dec,20,11.76923077,TRUE
5833,12773,21-12-89,GR000016716,"HELLINIKON, GR",21-12-89,0,,13,18,9,12,1989,11.9,Dec-21,Dec,21,11.84615385,TRUE
5834,12774,22-12-89,GR000016716,"HELLINIKON, GR",22-12-89,0,,13,17,9,12,1989,11.8,Dec-22,Dec,22,11.34615385,TRUE
5835,12775,23-12-89,GR000016716,"HELLINIKON, GR",23-12-89,0,,13,16,11,12,1989,11.7,Dec-23,Dec,23,11.15384615,TRUE
5836,12776,24-12-89,GR000016716,"HELLINIKON, GR",24-12-89,0,,12,16,8,12,1989,11.5,Dec-24,Dec,24,10.57692308,TRUE
5837,12777,25-12-89,GR000016716,"HELLINIKON, GR",25-12-89,0,,11,13,7,12,1989,11.2,Dec-25,Dec,25,10.46153846,TRUE
5838,12778,26-12-89,GR000016716,"HELLINIKON, GR",26-12-89,0,,9,11,8,12,1989,11,Dec-26,Dec,26,10,FALSE
5839,12779,27-12-89,GR000016716,"HELLINIKON, GR",27-12-89,8,,8,9,6,12,1989,10.8,Dec-27,Dec,27,9.807692308,FALSE
5840,12780,28-12-89,GR000016716,"HELLINIKON, GR",28-12-89,2,,12,15,5,12,1989,10.9,Dec-28,Dec,28,10.23076923,TRUE
5841,12781,29-12-89,GR000016716,"HELLINIKON, GR",29-12-89,0,,14,17,12,12,1989,11.1,Dec-29,Dec,29,10.73076923,TRUE
5842,12782,30-12-89,GR000016716,"HELLINIKON, GR",30-12-89,0,,9,12,7,12,1989,11.2,Dec-30,Dec,30,11.34615385,FALSE
5843,12783,31-12-89,GR000016716,"HELLINIKON, GR",31-12-89,0,,8,10,4,12,1989,11.2,Dec-31,Dec,31,10.96153846,FALSE
5844,12784,01-01-90,GR000016716,"HELLINIKON, GR",01-01-90,0,,9,9,8,1,1990,11.3,01-Jan,Jan,1,10.42307692,FALSE
5845,12785,02-01-90,GR000016716,"HELLINIKON, GR",02-01-90,0,,9,9,8,1,1990,11.3,01-Feb,Jan,2,10.61538462,FALSE
5846,12786,03-01-90,GR000016716,"HELLINIKON, GR",03-01-90,0,,8,9,7,1,1990,11.4,01-Mar,Jan,3,10.19230769,FALSE
5847,12787,04-01-90,GR000016716,"HELLINIKON, GR",04-01-90,0,,6,7,4,1,1990,11.3,01-Apr,Jan,4,9.615384615,FALSE
5848,12788,05-01-90,GR000016716,"HELLINIKON, GR",05-01-90,0,,4,6,3,1,1990,11,01-May,Jan,5,9.961538462,FALSE
5849,12789,06-01-90,GR000016716,"HELLINIKON, GR",06-01-90,0,,6,8,4,1,1990,10.7,01-Jun,Jan,6,9.730769231,FALSE
5850,12790,07-01-90,GR000016716,"HELLINIKON, GR",07-01-90,0,,6,7,5,1,1990,10.5,01-Jul,Jan,7,10.11538462,FALSE
5851,12791,08-01-90,GR000016716,"HELLINIKON, GR",08-01-90,0,,6,9,2,1,1990,10.2,01-Aug,Jan,8,9.769230769,FALSE
5852,12792,09-01-90,GR000016716,"HELLINIKON, GR",09-01-90,0,,6,11,1,1,1990,10,01-Sep,Jan,9,9.115384615,FALSE
5853,12793,10-01-90,GR000016716,"HELLINIKON, GR",10-01-90,0,,7,12,0,1,1990,10,01-Oct,Jan,10,9.692307692,FALSE
5854,12794,11-01-90,GR000016716,"HELLINIKON, GR",11-01-90,0,,9,12,4,1,1990,10.1,01-Nov,Jan,11,10.23076923,FALSE
5855,12795,12-01-90,GR000016716,"HELLINIKON, GR",12-01-90,0,,8,12,3,1,1990,10.1,01-Dec,Jan,12,10.73076923,FALSE
5856,12796,13-01-90,GR000016716,"HELLINIKON, GR",13-01-90,0,,8,12,3,1,1990,10,Jan-13,Jan,13,10.38461538,FALSE
5857,12797,14-01-90,GR000016716,"HELLINIKON, GR",14-01-90,0,,7,12,2,1,1990,9.8,Jan-14,Jan,14,9.653846154,FALSE
5858,12798,15-01-90,GR000016716,"HELLINIKON, GR",15-01-90,0,,8,11,4,1,1990,9.5,Jan-15,Jan,15,9.653846154,FALSE
5859,12799,16-01-90,GR000016716,"HELLINIKON, GR",16-01-90,0,,8,12,4,1,1990,9.3,Jan-16,Jan,16,9.423076923,FALSE
5860,12800,17-01-90,GR000016716,"HELLINIKON, GR",17-01-90,0,,9,16,4,1,1990,9.1,Jan-17,Jan,17,8.769230769,TRUE
5861,12801,18-01-90,GR000016716,"HELLINIKON, GR",18-01-90,0,,11,16,7,1,1990,9,Jan-18,Jan,18,8.692307692,TRUE
5862,12802,19-01-90,GR000016716,"HELLINIKON, GR",19-01-90,0,,12,17,8,1,1990,9,Jan-19,Jan,19,9.076923077,TRUE
5863,12803,20-01-90,GR000016716,"HELLINIKON, GR",20-01-90,1,,8,13,7,1,1990,8.8,Jan-20,Jan,20,9.461538462,FALSE
5864,12804,21-01-90,GR000016716,"HELLINIKON, GR",21-01-90,0,,8,13,1,1,1990,8.6,Jan-21,Jan,21,9.5,FALSE
5865,12805,22-01-90,GR000016716,"HELLINIKON, GR",22-01-90,0,,9,14,4,1,1990,8.5,Jan-22,Jan,22,9.192307692,FALSE
5866,12806,23-01-90,GR000016716,"HELLINIKON, GR",23-01-90,0,,11,12,8,1,1990,8.5,Jan-23,Jan,23,9.769230769,TRUE
5867,12807,24-01-90,GR000016716,"HELLINIKON, GR",24-01-90,0,,8,13,4,1,1990,8.4,Jan-24,Jan,24,10.07692308,FALSE
5868,12808,25-01-90,GR000016716,"HELLINIKON, GR",25-01-90,0,,9,13,6,1,1990,8.4,Jan-25,Jan,25,10.26923077,FALSE
5869,12809,26-01-90,GR000016716,"HELLINIKON, GR",26-01-90,0,,11,14,5,1,1990,8.5,Jan-26,Jan,26,10.46153846,TRUE
5870,12810,27-01-90,GR000016716,"HELLINIKON, GR",27-01-90,0,,13,17,8,1,1990,8.5,Jan-27,Jan,27,10.65384615,TRUE
5871,12811,28-01-90,GR000016716,"HELLINIKON, GR",28-01-90,0,,13,17,8,1,1990,8.5,Jan-28,Jan,28,10.23076923,TRUE
5872,12812,29-01-90,GR000016716,"HELLINIKON, GR",29-01-90,0,,13,15,11,1,1990,8.6,Jan-29,Jan,29,9.961538462,TRUE
5873,12813,30-01-90,GR000016716,"HELLINIKON, GR",30-01-90,0,,14,16,12,1,1990,8.8,Jan-30,Jan,30,9.923076923,TRUE
5874,12814,31-01-90,GR000016716,"HELLINIKON, GR",31-01-90,6,,13,14,12,1,1990,8.9,Jan-31,Jan,31,9.346153846,TRUE
5875,12815,01-02-90,GR000016716,"HELLINIKON, GR",01-02-90,0,,12,15,10,2,1990,9,02-Jan,Feb,1,9.192307692,TRUE
5876,12816,02-02-90,GR000016716,"HELLINIKON, GR",02-02-90,0,,10,12,8,2,1990,9.1,02-Feb,Feb,2,9.115384615,TRUE
5877,12817,03-02-90,GR000016716,"HELLINIKON, GR",03-02-90,0,,10,12,7,2,1990,9.2,02-Mar,Feb,3,9.461538462,TRUE
5878,12818,04-02-90,GR000016716,"HELLINIKON, GR",04-02-90,0,,11,16,6,2,1990,9.5,02-Apr,Feb,4,9.538461538,TRUE
5879,12819,05-02-90,GR000016716,"HELLINIKON, GR",05-02-90,0,,11,14,7,2,1990,9.6,02-May,Feb,5,9.846153846,TRUE
5880,12820,06-02-90,GR000016716,"HELLINIKON, GR",06-02-90,0,,9,14,5,2,1990,9.7,02-Jun,Feb,6,9.846153846,FALSE
5881,12821,07-02-90,GR000016716,"HELLINIKON, GR",07-02-90,2,,8,9,4,2,1990,9.8,02-Jul,Feb,7,10.23076923,FALSE
5882,12822,08-02-90,GR000016716,"HELLINIKON, GR",08-02-90,0,,8,11,8,2,1990,9.9,02-Aug,Feb,8,9.5,FALSE
5883,12823,09-02-90,GR000016716,"HELLINIKON, GR",09-02-90,0,,8,13,2,2,1990,9.9,02-Sep,Feb,9,9.384615385,FALSE
5884,12824,10-02-90,GR000016716,"HELLINIKON, GR",10-02-90,0,,9,12,5,2,1990,9.9,02-Oct,Feb,10,10.19230769,FALSE
5885,12825,11-02-90,GR000016716,"HELLINIKON, GR",11-02-90,0,,8,10,8,2,1990,9.9,02-Nov,Feb,11,10.76923077,FALSE
5886,12826,12-02-90,GR000016716,"HELLINIKON, GR",12-02-90,4,,9,12,2,2,1990,9.9,02-Dec,Feb,12,11.15384615,FALSE
5887,12827,13-02-90,GR000016716,"HELLINIKON, GR",13-02-90,1,,12,15,8,2,1990,10.1,Feb-13,Feb,13,11.30769231,TRUE
5888,12828,14-02-90,GR000016716,"HELLINIKON, GR",14-02-90,0,,12,16,8,2,1990,10.2,Feb-14,Feb,14,10.96153846,TRUE
5889,12829,15-02-90,GR000016716,"HELLINIKON, GR",15-02-90,0,,13,18,8,2,1990,10.4,Feb-15,Feb,15,10.34615385,TRUE
5890,12830,16-02-90,GR000016716,"HELLINIKON, GR",16-02-90,0,,15,20,11,2,1990,10.6,Feb-16,Feb,16,10.5,TRUE
5891,12831,17-02-90,GR000016716,"HELLINIKON, GR",17-02-90,0,,13,16,11,2,1990,10.7,Feb-17,Feb,17,10.69230769,TRUE
5892,12832,18-02-90,GR000016716,"HELLINIKON, GR",18-02-90,0,,10,13,7,2,1990,10.6,Feb-18,Feb,18,10.11538462,FALSE
5893,12833,19-02-90,GR000016716,"HELLINIKON, GR",19-02-90,0,,9,14,4,2,1990,10.6,Feb-19,Feb,19,9.461538462,FALSE
5894,12834,20-02-90,GR000016716,"HELLINIKON, GR",20-02-90,0,,12,18,4,2,1990,10.8,Feb-20,Feb,20,9.615384615,TRUE
5895,12835,21-02-90,GR000016716,"HELLINIKON, GR",21-02-90,0,,11,13,9,2,1990,10.8,Feb-21,Feb,21,9.884615385,TRUE
5896,12836,22-02-90,GR000016716,"HELLINIKON, GR",22-02-90,0,,9,12,8,2,1990,10.8,Feb-22,Feb,22,10,FALSE
5897,12837,23-02-90,GR000016716,"HELLINIKON, GR",23-02-90,0,,12,15,8,2,1990,10.9,Feb-23,Feb,23,9.538461538,TRUE
5898,12838,24-02-90,GR000016716,"HELLINIKON, GR",24-02-90,0,,14,19,11,2,1990,11.1,Feb-24,Feb,24,9.538461538,TRUE
5899,12839,25-02-90,GR000016716,"HELLINIKON, GR",25-02-90,0,,14,21,8,2,1990,11.2,Feb-25,Feb,25,9.5,TRUE
5900,12840,26-02-90,GR000016716,"HELLINIKON, GR",26-02-90,0,,13,22,7,2,1990,11.2,Feb-26,Feb,26,9.807692308,TRUE
5901,12841,27-02-90,GR000016716,"HELLINIKON, GR",27-02-90,0,,14,18,10,2,1990,11.2,Feb-27,Feb,27,10,TRUE
5902,12842,28-02-90,GR000016716,"HELLINIKON, GR",28-02-90,2,,12,16,8,2,1990,11.2,Feb-28,Feb,28,9.884615385,TRUE
5903,12843,01-03-90,GR000016716,"HELLINIKON, GR",01-03-90,0,,12,17,8,3,1990,11.1,03-Jan,Mar,1,10.15384615,TRUE
5904,12844,02-03-90,GR000016716,"HELLINIKON, GR",02-03-90,0,,14,19,11,3,1990,11.1,03-Feb,Mar,2,10.96153846,TRUE
5905,12845,03-03-90,GR000016716,"HELLINIKON, GR",03-03-90,0,,13,18,10,3,1990,11.2,03-Mar,Mar,3,11.84615385,TRUE
5906,12846,04-03-90,GR000016716,"HELLINIKON, GR",04-03-90,0,,8,13,7,3,1990,11.1,03-Apr,Mar,4,11.53846154,FALSE
5907,12847,05-03-90,GR000016716,"HELLINIKON, GR",05-03-90,0,,8,11,3,3,1990,11,03-May,Mar,5,11,FALSE
5908,12848,06-03-90,GR000016716,"HELLINIKON, GR",06-03-90,0,,10,16,5,3,1990,11,03-Jun,Mar,6,10.57692308,FALSE
5909,12849,07-03-90,GR000016716,"HELLINIKON, GR",07-03-90,0,,11,17,5,3,1990,11,03-Jul,Mar,7,10.53846154,TRUE
5910,12850,08-03-90,GR000016716,"HELLINIKON, GR",08-03-90,0,,13,19,7,3,1990,11.1,03-Aug,Mar,8,10.80769231,TRUE
5911,12851,09-03-90,GR000016716,"HELLINIKON, GR",09-03-90,0,,12,18,7,3,1990,11.3,03-Sep,Mar,9,10.53846154,TRUE
5912,12852,10-03-90,GR000016716,"HELLINIKON, GR",10-03-90,0,,15,18,10,3,1990,11.5,03-Oct,Mar,10,10.53846154,TRUE
5913,12853,11-03-90,GR000016716,"HELLINIKON, GR",11-03-90,0,,13,18,9,3,1990,11.7,03-Nov,Mar,11,10.15384615,TRUE
5914,12854,12-03-90,GR000016716,"HELLINIKON, GR",12-03-90,0,,13,18,7,3,1990,11.8,03-Dec,Mar,12,10.23076923,TRUE
5915,12855,13-03-90,GR000016716,"HELLINIKON, GR",13-03-90,0,,13,19,9,3,1990,12,Mar-13,Mar,13,10.46153846,TRUE
5916,12856,14-03-90,GR000016716,"HELLINIKON, GR",14-03-90,0,,14,20,10,3,1990,12.1,Mar-14,Mar,14,11.30769231,TRUE
5917,12857,15-03-90,GR000016716,"HELLINIKON, GR",15-03-90,0,,14,18,12,3,1990,12.2,Mar-15,Mar,15,11.34615385,TRUE
5918,12858,16-03-90,GR000016716,"HELLINIKON, GR",16-03-90,0,,9,13,7,3,1990,12.1,Mar-16,Mar,16,11.38461538,FALSE
5919,12859,17-03-90,GR000016716,"HELLINIKON, GR",17-03-90,0,,10,15,7,3,1990,12,Mar-17,Mar,17,11.30769231,FALSE
5920,12860,18-03-90,GR000016716,"HELLINIKON, GR",18-03-90,0,,14,19,8,3,1990,12,Mar-18,Mar,18,11.5,TRUE
5921,12861,19-03-90,GR000016716,"HELLINIKON, GR",19-03-90,0,,17,22,13,3,1990,12.1,Mar-19,Mar,19,12,TRUE
5922,12862,20-03-90,GR000016716,"HELLINIKON, GR",20-03-90,0,,17,22,13,3,1990,12.3,Mar-20,Mar,20,12.34615385,TRUE
5923,12863,21-03-90,GR000016716,"HELLINIKON, GR",21-03-90,0,,14,20,8,3,1990,12.5,Mar-21,Mar,21,12.26923077,TRUE
5924,12864,22-03-90,GR000016716,"HELLINIKON, GR",22-03-90,0,,14,21,7,3,1990,12.6,Mar-22,Mar,22,12.46153846,TRUE
5925,12865,23-03-90,GR000016716,"HELLINIKON, GR",23-03-90,0,,15,22,8,3,1990,12.7,Mar-23,Mar,23,12.46153846,TRUE
